h   r   t   tau
South Korea	Make optimistic comment	North Korea	2014-04-14
South Korea	Make optimistic comment	North Korea	2014-01-22
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-10-27
South Korea	Make optimistic comment	North Korea	2014-02-13
Japan	Make optimistic comment	China	2014-01-10
Citizen (Australia)	Make optimistic comment	Media Personnel (Australia)	2014-11-20
Aam Aadmi Party	Make optimistic comment	Citizen (India)	2014-11-26
Aam Aadmi Party	Make optimistic comment	Citizen (India)	2014-12-16
France	Make optimistic comment	Iran	2014-01-08
France	Make optimistic comment	Iran	2014-09-22
France	Make optimistic comment	Iran	2014-11-20
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-10-01
Citizen (India)	Make optimistic comment	Minister Patnaik	2014-01-01
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-04-22
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-05-28
South Korea	Make optimistic comment	North Korea	2014-01-29
Japan	Make optimistic comment	China	2014-11-14
Boris Johnson	Make optimistic comment	Citizen (United Kingdom)	2014-12-16
Aam Aadmi Party	Make optimistic comment	Citizen (India)	2014-07-23
South Korea	Make optimistic comment	North Korea	2014-01-04
Al-Shabaab	Make optimistic comment	Citizen (Kenya)	2014-07-21
Al-Shabaab	Make optimistic comment	Citizen (Kenya)	2014-12-10
Citizen (Nigeria)	Make optimistic comment	Military Personnel (Nigeria)	2014-01-21
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-03-11
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-07-08
Xi Jinping	Make optimistic comment	China	2014-06-23
South Korea	Make optimistic comment	North Korea	2014-03-17
Barack Obama	Make optimistic comment	Japan	2014-04-24
Xi Jinping	Make optimistic comment	China	2014-09-10
South Korea	Make optimistic comment	North Korea	2014-10-04
France	Make optimistic comment	Iran	2014-11-26
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-07-16
South Korea	Make optimistic comment	North Korea	2014-09-15
Japan	Make optimistic comment	China	2014-06-30
Japan	Make optimistic comment	China	2014-11-08
China	Make optimistic comment	Xi Jinping	2014-06-28
South Korea	Make optimistic comment	North Korea	2014-08-25
Iran	Make optimistic comment	Mohammad Javad Zarif	2014-11-08
Barack Obama	Make optimistic comment	Japan	2014-04-24
Xi Jinping	Make optimistic comment	South Korea	2014-06-26
Barack Obama	Make optimistic comment	Japan	2014-03-12
South Korea	Make optimistic comment	North Korea	2014-06-19
Citizen (Indonesia)	Make optimistic comment	Police (Indonesia)	2014-06-04
South Korea	Make optimistic comment	North Korea	2014-06-30
Xi Jinping	Make optimistic comment	China	2014-11-07
South Korea	Make optimistic comment	North Korea	2014-02-06
South Korea	Make optimistic comment	North Korea	2014-05-30
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-10-02
South Korea	Make optimistic comment	North Korea	2014-09-15
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-07-12
Xi Jinping	Make optimistic comment	South Korea	2014-07-05
Xi Jinping	Make optimistic comment	China	2014-03-30
Iran	Make optimistic comment	Mohammad Javad Zarif	2014-03-10
Xi Jinping	Make optimistic comment	China	2014-08-28
Xi Jinping	Make optimistic comment	China	2014-08-03
Xi Jinping	Make optimistic comment	South Korea	2014-11-10
South Korea	Make optimistic comment	North Korea	2014-04-30
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-11-19
Xi Jinping	Make optimistic comment	China	2014-04-26
Barack Obama	Make optimistic comment	Japan	2014-04-24
Xi Jinping	Make optimistic comment	China	2014-05-22
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-05-20
Japan	Make optimistic comment	China	2014-11-06
Xi Jinping	Make optimistic comment	China	2014-11-20
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-12-30
Xi Jinping	Make optimistic comment	China	2014-12-06
Barack Obama	Make optimistic comment	Japan	2014-04-22
Xi Jinping	Make optimistic comment	China	2014-05-30
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-09-11
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-02-21
Philippines	Make optimistic comment	City Mayor (Philippines)	2014-09-21
Xi Jinping	Make optimistic comment	China	2014-05-01
Xi Jinping	Make optimistic comment	China	2014-11-12
Xi Jinping	Make optimistic comment	China	2014-03-24
South Korea	Make optimistic comment	North Korea	2014-07-02
Xi Jinping	Make optimistic comment	China	2014-12-04
Xi Jinping	Make optimistic comment	China	2014-09-15
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-06-05
Xi Jinping	Make optimistic comment	China	2014-07-11
Ministry (Nigeria)	Make optimistic comment	Government (Nigeria)	2014-10-15
Xi Jinping	Make optimistic comment	China	2014-12-18
Afghanistan	Make optimistic comment	China	2014-10-22
Japan	Make optimistic comment	China	2014-03-08
France	Make optimistic comment	Iran	2014-02-07
Japan	Make optimistic comment	China	2014-11-11
France	Make optimistic comment	Iran	2014-09-15
Aam Aadmi Party	Make optimistic comment	Citizen (India)	2014-01-16
Xi Jinping	Make optimistic comment	China	2014-12-25
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-02-16
Xi Jinping	Make optimistic comment	China	2014-11-23
Japan	Make optimistic comment	China	2014-12-27
China	Make optimistic comment	Xi Jinping	2014-11-23
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-03-08
Iran	Make optimistic comment	Evangelos Venizelos	2014-03-15
China	Make optimistic comment	Xi Jinping	2014-03-28
Philippines	Make optimistic comment	Tony Tan Keng Yam	2014-04-05
Vietnam	Make optimistic comment	Nguyen Phu Trong	2014-08-29
South Korea	Make optimistic comment	North Korea	2014-10-19
Iran	Make optimistic comment	Mohammad Javad Zarif	2014-03-09
Iran	Make optimistic comment	Mohammad Javad Zarif	2014-08-29
Citizen (Nigeria)	Make optimistic comment	Military Personnel (Nigeria)	2014-08-25
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-10-07
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-09-09
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-04-29
Barack Obama	Make optimistic comment	Raúl Castro	2014-12-21
Japan	Make optimistic comment	China	2014-08-09
South Korea	Make optimistic comment	North Korea	2014-02-14
Barack Obama	Make optimistic comment	Philippines	2014-04-24
Xi Jinping	Make optimistic comment	South Korea	2014-07-05
Xi Jinping	Make optimistic comment	South Korea	2014-05-19
Barack Obama	Make optimistic comment	Japan	2014-02-19
Barack Obama	Make optimistic comment	Japan	2014-04-09
Xi Jinping	Make optimistic comment	China	2014-12-13
South Korea	Make optimistic comment	North Korea	2014-08-29
Barack Obama	Make optimistic comment	Japan	2014-04-20
Xi Jinping	Make optimistic comment	South Korea	2014-07-28
Barack Obama	Make optimistic comment	Philippines	2014-04-29
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-02-20
Japan	Make optimistic comment	China	2014-09-24
France	Make optimistic comment	Iran	2014-02-07
France	Make optimistic comment	Iran	2014-02-04
Barack Obama	Make optimistic comment	Japan	2014-03-12
Xi Jinping	Make optimistic comment	China	2014-05-15
South Korea	Make optimistic comment	North Korea	2014-02-11
Japan	Make optimistic comment	China	2014-04-20
Barack Obama	Make optimistic comment	Japan	2014-05-02
France	Make optimistic comment	Iran	2014-04-21
Benjamin Netanyahu	Make optimistic comment	Barack Obama	2014-02-27
Barack Obama	Make optimistic comment	Japan	2014-04-29
South Korea	Make optimistic comment	North Korea	2014-07-02
Barack Obama	Make optimistic comment	Japan	2014-04-26
Barack Obama	Make optimistic comment	Japan	2014-02-14
South Korea	Make optimistic comment	North Korea	2014-11-19
South Korea	Make optimistic comment	North Korea	2014-04-13
Afghanistan	Make optimistic comment	Election Commission (Afghanistan)	2014-06-30
South Korea	Make optimistic comment	North Korea	2014-07-01
South Korea	Make optimistic comment	North Korea	2014-11-12
South Korea	Make optimistic comment	North Korea	2014-04-07
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-07-02
Aam Aadmi Party	Make optimistic comment	Citizen (India)	2014-04-20
South Korea	Make optimistic comment	North Korea	2014-12-20
South Korea	Make optimistic comment	North Korea	2014-05-16
Lawyer/Attorney (Australia)	Make optimistic comment	Citizen (Australia)	2014-02-05
Xi Jinping	Make optimistic comment	China	2014-09-16
South Korea	Make optimistic comment	North Korea	2014-10-07
South Korea	Make optimistic comment	North Korea	2014-11-19
Japan	Make optimistic comment	China	2014-09-10
Barack Obama	Make optimistic comment	Raúl Castro	2014-12-17
Xi Jinping	Make optimistic comment	China	2014-07-15
South Korea	Make optimistic comment	North Korea	2014-10-03
UN Security Council	Veto	China	2014-07-18
China	Use conventional military force	Vietnam	2014-06-18
Iran	Use conventional military force	Iraq	2014-06-18
Government (Nigeria)	Use conventional military force	Boko Haram	2014-10-27
Iran	Use conventional military force	Iraq	2014-02-26
Iraq	Use conventional military force	Iran	2014-10-25
Iraq	Use conventional military force	Iran	2014-05-18
Iraq	Use conventional military force	Iran	2014-11-26
South Korea	Use conventional military force	North Korea	2014-10-05
Iraq	Use conventional military force	Iran	2014-12-11
Iraq	Use conventional military force	Iran	2014-09-28
Iraq	Use conventional military force	Iran	2014-09-24
Iraq	Use conventional military force	Iran	2014-10-22
Iran	Use conventional military force	Iraq	2014-12-30
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-25
Iran	Use conventional military force	Iraq	2014-06-26
South Korea	Use conventional military force	North Korea	2014-01-22
Citizen (India)	Use conventional military force	Separatist (India)	2014-11-25
South Korea	Use conventional military force	North Korea	2014-04-14
Citizen (India)	Use conventional military force	Separatist (India)	2014-12-08
Citizen (India)	Use conventional military force	Separatist (India)	2014-12-22
South Korea	Use conventional military force	North Korea	2014-02-13
Citizen (India)	Use conventional military force	Separatist (India)	2014-12-23
Iran	Use conventional military force	Iraq	2014-06-24
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-01-18
Iran	Use conventional military force	Iraq	2014-12-26
Iran	Use conventional military force	Iraq	2014-07-02
Canada	Use conventional military force	Canadian Armed Forces	2014-11-12
Iran	Use conventional military force	Iraq	2014-12-30
Iran	Use conventional military force	Iraq	2014-08-28
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-14
Iran	Use conventional military force	Iraq	2014-09-28
South Korea	Use conventional military force	North Korea	2014-01-04
Iran	Use conventional military force	Iraq	2014-07-06
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-11-28
Citizen (Nigeria)	Use conventional military force	Boko Haram	2014-05-16
Riek Machar	Use conventional military force	Uganda People's Defence Force	2014-02-10
Iran	Use conventional military force	Iraq	2014-06-19
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-02-11
Iraq	Use conventional military force	Iran	2014-09-12
South Korea	Use conventional military force	North Korea	2014-01-29
Citizen (Kenya)	Use conventional military force	Al-Shabaab	2014-09-12
Boko Haram	Use conventional military force	Government (Nigeria)	2014-07-09
South Korea	Use conventional military force	North Korea	2014-09-15
Citizen (India)	Use conventional military force	Military Personnel (India)	2014-05-16
South Korea	Use conventional military force	North Korea	2014-10-04
Citizen (Nigeria)	Use conventional military force	Muslim (Nigeria)	2014-07-01
Citizen (Nigeria)	Use conventional military force	Muslim (Nigeria)	2014-09-29
Citizen (Thailand)	Use conventional military force	Military (Thailand)	2014-06-06
Citizen (United Kingdom)	Use conventional military force	Military (United Kingdom)	2014-10-27
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-04-10
South Korea	Use conventional military force	North Korea	2014-03-17
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-08-01
Boko Haram	Use conventional military force	Government (Nigeria)	2014-04-09
South Korea	Use conventional military force	North Korea	2014-08-25
Iran	Use conventional military force	Iraq	2014-12-03
South Korea	Use conventional military force	North Korea	2014-09-15
South Korea	Use conventional military force	North Korea	2014-02-06
South Korea	Use conventional military force	North Korea	2014-05-30
Citizen (Indonesia)	Use conventional military force	Police (Indonesia)	2014-06-04
South Korea	Use conventional military force	North Korea	2014-06-19
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-10-06
South Korea	Use conventional military force	North Korea	2014-06-30
Government (Nigeria)	Use conventional military force	Boko Haram	2014-10-24
South Korea	Use conventional military force	North Korea	2014-04-30
Iran	Use conventional military force	Iraq	2014-12-07
South Korea	Use conventional military force	North Korea	2014-07-02
Hamas	Use conventional military force	Israeli Defense Forces	2014-07-21
South Africa	Use conventional military force	Police (South Africa)	2014-10-27
Criminal (Philippines)	Use conventional military force	Police (Philippines)	2014-04-12
Iraq	Use conventional military force	Iran	2014-06-18
Serbia	Use conventional military force	North Atlantic Treaty Organization	2014-05-22
Riek Machar	Use conventional military force	Uganda People's Defence Force	2014-02-14
Rioter (Ukraine)	Use conventional military force	Police (Ukraine)	2014-02-18
Children (Palestinian Territory, Occupied)	Use conventional military force	Israeli Defense Forces	2014-09-10
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-03-18
Rioter (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-24
Children (Palestinian Territory, Occupied)	Use conventional military force	Israeli Defense Forces	2014-11-10
Iraq	Use conventional military force	Iran	2014-07-26
Iran	Use conventional military force	Iraq	2014-12-29
Iraq	Use conventional military force	Iran	2014-10-21
Iraq	Use conventional military force	Iran	2014-02-25
Iraq	Use conventional military force	Iran	2014-06-02
Iraq	Use conventional military force	Iran	2014-12-31
Iran	Use conventional military force	Iraq	2014-11-19
Iraq	Use conventional military force	Iran	2014-10-29
Iran	Use conventional military force	Iraq	2014-12-09
China	Use conventional military force	Vietnam	2014-12-27
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-07-03
Iran	Use conventional military force	Iraq	2014-10-21
Iraq	Use conventional military force	Iran	2014-01-15
South Korea	Use conventional military force	North Korea	2014-10-19
Armed Rebel (Syria)	Use conventional military force	Government (Syria)	2014-03-12
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-28
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-07
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-03-19
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-27
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-08-12
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-17
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-01-17
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-12-15
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-03-31
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-02
Citizen (Nigeria)	Use conventional military force	Boko Haram	2014-05-22
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-09-27
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-03-06
Citizen (India)	Use conventional military force	Military Personnel (India)	2014-04-24
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-09-29
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-05-30
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-07-03
Iran	Use conventional military force	Iraq	2014-08-01
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-02-03
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-08-12
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-03-01
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-01-12
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-03-17
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-02-01
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-11-18
Protester (Turkey)	Use conventional military force	Military (Turkey)	2014-06-07
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-04-14
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-13
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-01-27
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-10-01
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-03-05
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-19
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-05-08
Citizen (India)	Use conventional military force	Military Personnel (India)	2014-09-02
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-07-05
Student (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-09-28
Protester (Turkey)	Use conventional military force	Military (Turkey)	2014-06-08
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-02-25
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-11-19
Protester (Egypt)	Use conventional military force	Police (Egypt)	2014-01-21
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-22
Protester (Hong Kong)	Use conventional military force	Police (Hong Kong)	2014-12-11
Criminal (Mexico)	Use conventional military force	Military (Mexico)	2014-09-20
Armed Rebel (Syria)	Use conventional military force	Government (Syria)	2014-04-23
Islamic Rebel (Philippines)	Use conventional military force	Military (Philippines)	2014-02-01
Men (India)	Use conventional military force	Company - Owner or Operator (India)	2014-09-18
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-10-24
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-01-30
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-09-24
Attacker (Afghanistan)	Use conventional military force	Military Personnel - Special (Afghanistan)	2014-09-04
Criminal (Philippines)	Use conventional military force	Police (Philippines)	2014-08-30
Riek Machar	Use conventional military force	Uganda People's Defence Force	2014-01-16
Criminal (Mexico)	Use conventional military force	Military (Mexico)	2014-04-08
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-01-31
Children (Palestinian Territory, Occupied)	Use conventional military force	Police (Israel)	2014-10-31
Insurgent (Afghanistan)	Use conventional military force	Military Personnel - Special (Afghanistan)	2014-08-30
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-11-03
Children (Palestinian Territory, Occupied)	Use conventional military force	Israeli Defense Forces	2014-04-11
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-12-01
Citizen (Thailand)	Use conventional military force	Military (Thailand)	2014-05-22
Men (India)	Use conventional military force	Company - Owner or Operator (India)	2014-11-01
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-09-19
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-09-21
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-11-23
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-11-27
Hamas	Use conventional military force	Israeli Defense Forces	2014-07-18
Terrorist (Islamic State of Iraq and the Levant)	Use conventional military force	Iraq	2014-11-05
Iraq	Use conventional military force	France	2014-09-21
South Africa	Use conventional military force	Police (South Africa)	2014-07-04
South Korea	Use conventional military force	North Korea	2014-02-14
Iran	Use conventional military force	Iraq	2014-10-01
China	Use conventional military force	Vietnam	2014-11-10
Criminal (Philippines)	Use conventional military force	Police (Philippines)	2014-10-14
Citizen (Yemen)	Use conventional military force	Military Personnel (Yemen)	2014-04-22
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-06-05
Abu Sayyaf	Use conventional military force	Military (Philippines)	2014-11-02
South Korea	Use conventional military force	North Korea	2014-08-29
South Korea	Use conventional military force	North Korea	2014-02-11
China	Use conventional military force	Vietnam	2014-10-27
South Korea	Use conventional military force	North Korea	2014-07-02
Iran	Use conventional military force	Iraq	2014-11-12
South Korea	Use conventional military force	North Korea	2014-11-19
South Korea	Use conventional military force	North Korea	2014-04-13
South Korea	Use conventional military force	North Korea	2014-07-01
Protester (Ukraine)	Use conventional military force	Police (Ukraine)	2014-01-24
Citizen (Australia)	Use conventional military force	Police (Australia)	2014-02-26
Citizen (United Kingdom)	Use conventional military force	Military (United Kingdom)	2014-06-13
South Korea	Use conventional military force	North Korea	2014-11-12
China	Use conventional military force	Vietnam	2014-12-17
Citizen (Yemen)	Use conventional military force	Military Personnel (Yemen)	2014-06-12
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-11-10
South Korea	Use conventional military force	North Korea	2014-12-20
South Korea	Use conventional military force	North Korea	2014-05-16
South Korea	Use conventional military force	North Korea	2014-04-07
Citizen (Namibia)	Use conventional military force	Police (Namibia)	2014-11-12
Armed Rebel (Syria)	Use conventional military force	Government (Syria)	2014-02-10
China	Use conventional military force	Vietnam	2014-05-30
Citizen (Kenya)	Use conventional military force	Police (Kenya)	2014-06-19
Iran	Use conventional military force	Iraq	2014-06-12
Iran	Use conventional military force	Iraq	2014-06-20
Iran	Use conventional military force	Iraq	2014-06-17
Iran	Use conventional military force	Iraq	2014-12-04
Iran	Use conventional military force	Iraq	2014-06-29
Iran	Use conventional military force	Iraq	2014-07-27
Iran	Use conventional military force	Iraq	2014-12-08
South Korea	Use conventional military force	North Korea	2014-10-07
Iran	Use conventional military force	Iraq	2014-09-16
South Korea	Use conventional military force	North Korea	2014-11-19
Iran	Use conventional military force	Iraq	2014-06-24
South Korea	Use conventional military force	North Korea	2014-10-03
Citizen (India)	Use conventional military force	Military Personnel (India)	2014-04-22
Iran	Use conventional military force	Iraq	2014-08-13
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-01-11
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-05-21
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-05-18
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-03
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-22
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-09-01
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-06-26
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-11-24
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-04-23
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-12-17
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-04-04
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-09-01
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-02-04
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-07-25
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-07-18
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-03-11
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-16
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-12-29
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-06-17
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-08-11
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-10-08
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-01-13
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-09-08
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-01
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-12-30
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-08-04
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-06-12
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-05-14
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-02-20
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-08-26
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-03-16
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-08-04
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-04-07
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-06-03
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-05-06
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-09-02
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-03-27
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-07-09
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-12-11
Thailand	Appeal for judicial cooperation	Citizen (Thailand)	2014-07-26
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-02-11
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-08-01
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-01-08
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-01-29
Employee (India)	Appeal for judicial cooperation	Citizen (India)	2014-04-25
Other Authorities / Officials (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-04-30
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-13
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-10-16
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-04-22
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-04-27
Government (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-11-28
Member of the Judiciary (Nigeria)	Appeal for judicial cooperation	Citizen (Nigeria)	2014-01-28
Governor (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-03-10
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-06-03
Citizen (Australia)	Make an appeal or request	Julie Bishop	2014-11-01
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-12-23
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-03-27
Citizen (Nigeria)	Make an appeal or request	Ministry (Nigeria)	2014-03-27
Uhuru Muigai Kenyatta	Make an appeal or request	Citizen (Kenya)	2014-09-02
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-03-15
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-03-09
North Atlantic Treaty Organization	Make an appeal or request	Head of Government (Ukraine)	2014-09-04
North Atlantic Treaty Organization	Make an appeal or request	Barack Obama	2014-09-03
Japan	Make an appeal or request	South Korea	2014-11-16
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-01-14
Citizen (Nigeria)	Make an appeal or request	Ministry (Nigeria)	2014-10-23
Citizen (India)	Make an appeal or request	Head of Government (India)	2014-09-19
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-09-19
South Korea	Make an appeal or request	China	2014-11-17
Government (Nigeria)	Make an appeal or request	Boko Haram	2014-10-27
Japan	Make an appeal or request	South Korea	2014-12-29
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-05-21
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-07-29
South Korea	Make an appeal or request	China	2014-12-08
Citizen (India)	Make an appeal or request	Head of Government (India)	2014-04-03
Protester (Thailand)	Make an appeal or request	Military (Thailand)	2014-05-25
Company - Owner or Operator (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-04-29
Member of the Judiciary (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-03
Emmanuel Eweta Uduaghan	Make an appeal or request	Citizen (Nigeria)	2014-10-02
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-05-18
South Korea	Make an appeal or request	Citizen (South Korea)	2014-03-28
Court Judge (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-09-12
